movieid,name,year,length,genres,rate,poster,plot,trailer
tt1742334,Sabotage,2014,109,Action|Crime|Drama|Thriller,5.7,https://ia.media-imdb.com/images/M/MV5BMTY0NTgxNDY0MV5BMl5BanBnXkFtZTgwMzcwMDYwMTE@._V1_.jpg,Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.,https://video-http.media-imdb.com/MV5BMjE3ODEwMDA2M15BMTFeQW1wNF5BbWU4MDE5NTQ5MjEx.mp4?Expires=1524563250&Signature=RFB99I~AVL9Ic38kU8x50NRxs4NsfaZP3AUipzkFiFxWuPlOPe~Y7MqRKsvta8C8rcROkpTXMwXp~Jj3nCwurVTRaZicAnnXvM-RX30PGnIEYxKaFChNzC3l~TxxQJieLGGPpbQrW-sp1Ix3X9gCH-Ml2I5aOcarrbV1Fi2Ds00_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0304711,The Order,2003,102,Action|Mystery|Thriller,5.2,https://ia.media-imdb.com/images/M/MV5BOTk5NDA5MzAzNV5BMl5BanBnXkFtZTYwNDk3Njk5._V1_.jpg,A young priest is sent to Rome to investigate the troubling death of the head of his order.,https://video-http.media-imdb.com/MV5BNDAyNjExZGQtNjViNy00YjZiLWJjYTctN2RlZDg1MzBkNjEyXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524563252&Signature=b7YG-9ty4brMmFzrvsvm4bfi0MmdNYu2Gu4~GmvXrX3Eo6qSODUflaw5GzdGVBq0aHItrYMcHnWnXdCnu-0di4TAg9Lv~Fl~uL08rS8ypJvmRf38FG--ZotGbV6ik2pFN8GIoHdC7O3l~QvYyISKzRdWc0lryOz6lhaz85ECMQs_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0383060,Zoom,2006,83,Action|Adventure|Family|Sci-Fi,4.3,https://ia.media-imdb.com/images/M/MV5BMTM0NjczMzUyM15BMl5BanBnXkFtZTcwMDEwMjQzMQ@@._V1_.jpg,Former superhero Jack is called back to work to transform an unlikely group of ragtag kids into superheroes at a private academy.,https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e28460&bitrateid=472&vendorid=102&type=.mp4
tt3488710,The Walk,2015,123,Adventure|Biography|Drama|Thriller,7.3,https://ia.media-imdb.com/images/M/MV5BNTY4MzA4Mzc5Nl5BMl5BanBnXkFtZTgwNDIzMzk5NjE@._V1_.jpg,"In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.",https://video-http.media-imdb.com/MV5BNWNhMTVlZmYtZGFhMi00MTI4LWEzYWUtZGU4OTg0OTBhYjM1XkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524563257&Signature=n-YTrqe9SJrrLO7zDuSnwCDIQk3D10Tlu2OHT~6vrpP5CMhQfyy~yHUHto79IRsDbRZTmMq7SchJeJn4R5Cl2VWIUMDWBXUcc-K-88p7Kd2erT5KYbDsXBSBgpzhT03uADZYvQeiJl0Zer8geSQChQRAtf8hgkSXwMAWyAcAYGU_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0401445,A Good Year,2006,117,Comedy|Drama|Romance,6.9,https://ia.media-imdb.com/images/M/MV5BODE4NDY3MjUxNV5BMl5BanBnXkFtZTYwMTMwODI3._V1_.jpg,"A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e31606&bitrateid=471&vendorid=102&type=.mp4
tt1474684,Luther,2010,60,Crime|Drama|Mystery|Thriller,8.5,https://ia.media-imdb.com/images/M/MV5BYTdhNWMwYTMtNzQ3OC00ODZjLWI0YzQtYjVlODZiOWVlYTJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,A crime drama series starring Idris Elba as a near-genius murder detective whose brilliant mind can't always save him from the dangerous violence of his passions.,https://video-http.media-imdb.com/MV5BMDQ1NTUxZDYtMzc4Yy00NGFmLTkwNGYtYTczNGQ2NjllZWQ2XkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524563262&Signature=Q3OBsfONz08Y-QatOyBi90rmblIrigHidI~tUjuPpOM60nYrshPEjLaiQTiEuR12hDyYadJ7sWbnrCimx5Qk5xzTWFZYWLFGIOLEpm0o8j1N7fYKmXX3zfGp1CmvFf~X3MJxGOSvJmuSkItrIjrbJPdZpRmIedliuPzGbBzKrIA_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0105211,Radio Flyer,1992,114,Drama,6.9,https://ia.media-imdb.com/images/M/MV5BNDc4ZjBkYzEtYzc2OS00YTUyLWI4OWItMTY3NDRlNWJhYTlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,A father recounts a dark period of his childhood when he and his little brother lived in the suburbs.,https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e11362&bitrateid=471&vendorid=102&type=.mp4
tt0280665,Femme Fatale,2002,114,Crime|Drama|Mystery|Thriller,6.3,https://ia.media-imdb.com/images/M/MV5BMGM5NWVhYTMtZjg5Zi00ODVkLWFmM2ItMDZkMTA5NGQzMDQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e16737&bitrateid=471&vendorid=102&type=.mp4
tt0113362,Le hussard sur le toit,1995,135,Adventure|Drama|Romance|War,7.1,https://ia.media-imdb.com/images/M/MV5BYWRmOGE1N2ItOTM4NC00YjU3LWFjNzAtZTkxNzlmM2VkNjFmXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_.jpg,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e11328&bitrateid=471&vendorid=102&type=.mp4
tt0134154,Ride with the Devil,1999,138,Drama|Romance|War|Western,6.8,https://ia.media-imdb.com/images/M/MV5BMjIyMTgzOTQyOV5BMl5BanBnXkFtZTcwMjAyMDcxMw@@._V1_.jpg,"During the American Civil War, two friends join the Bushwhackers, a militant group loyal to the Confederacy.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e13259&bitrateid=471&vendorid=102&type=.mp4
tt1164999,Biutiful,2010,148,Drama,7.5,https://ia.media-imdb.com/images/M/MV5BMzI4OTQ0MDQyNl5BMl5BanBnXkFtZTcwODY5MjQwNA@@._V1_.jpg,"This is the story of Uxbal, a man living in this world, but able to see his death, which guides his every move.",https://video-http.media-imdb.com/MV5BZmM3Mjk5NmUtOTNjOC00YzZhLTgzOWUtMDJiMGI3NDI4ZTNhXkExMV5Bd2VibV5BaW1kYi1ldHMtdHJhbnNjb2Rl.webm?Expires=1524563274&Signature=Bj9CVNAmr66szwBeUk2Ba~~DEXIXSdo2V7uE25FjtSllq9B5CZLmFulsqDHGSDTFpw27wOvS5F4G4B0xjWPwzJXZxFCIBPGHeh9zwjJ1NwXsOqOXyUhRF0HoDrbVfmbtyVxtgbEQycygtE1TQsptLD7vj7ve9I2tDwzWqYLo9qI_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0416496,Bandidas,2006,93,Action|Comedy|Crime|Western,5.7,https://ia.media-imdb.com/images/M/MV5BNDI1MDEwNjM2OF5BMl5BanBnXkFtZTcwNzE2NTA0MQ@@._V1_.jpg,"In turn-of-the-century Mexico, two very different women become a bank-robbing duo in an effort to combat a ruthless enforcer terrorizing their town.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e30194&bitrateid=472&vendorid=102&type=.mp4
tt1790864,The Maze Runner,2014,113,Action|Mystery|Sci-Fi|Thriller,6.8,https://ia.media-imdb.com/images/M/MV5BMjUyNTA3MTAyM15BMl5BanBnXkFtZTgwOTEyMTkyMjE@._V1_.jpg,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",https://video-http.media-imdb.com/MV5BMTUzOTkyMTM1MV5BMTFeQXdlYm1eQW1lODA1NDQ0MjQxMQ@@.webm?Expires=1524563279&Signature=ejd4aixZqpTNSkSg7ndUxHFzL1rN9FajvjwaEMqXKEdkatWh8K9Dhy6EGblkvTKGAvSqPeioUWs5Go6sbbIpfIFNIKkIOmZHarv6JO6Pv~A3ux0cMjw8ARsGnc~vlURvjGzHZuK6DzWyIM-mDSzHuunmTCjiRkbB0f5eYwshs2I_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt2358925,Unfinished Business,2015,91,Comedy,5.4,https://ia.media-imdb.com/images/M/MV5BNGMwYjc3ZWEtNjMxNS00MzdkLWEwYWQtYWRkMDUwZWRhMjE5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives. But what began as a routine business trip goes off the rails in every way imaginable - and unimaginable.,https://video-http.media-imdb.com/MV5BMTg0MzExNDEyN15BMTFeQXdlYm1eQW1lODAzMTIxODU0MQ@@.webm?Expires=1524563282&Signature=GXJ~QimkSayrKXIZWhcB6fKL54yYu1DTHbTDfPL4BJuLXWr2JCJ-i1llJBj6dKgzIWbVFDLItd5T6exBU6B9z5VC72eG2hpDUhy3PrU-7CzySzEfqQcoPWJounPTb5ZynOEoniPs4baoGXglw0mcrwkNJ9VjK5JUTZcYD9WXL84_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0106226,The Age of Innocence,1993,139,Drama|Romance,7.2,https://ia.media-imdb.com/images/M/MV5BMWEzM2Y0MmYtOGE3OS00MTdiLWFlYjctZWE0OTU0NzEzOTIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,"A tale of nineteenth-century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e82970&bitrateid=471&vendorid=102&type=.mp4
tt0414993,The Fountain,2006,96,Drama|Sci-Fi,7.3,https://ia.media-imdb.com/images/M/MV5BMTU5OTczMTcxMV5BMl5BanBnXkFtZTcwNDg3MTEzMw@@._V1_.jpg,"As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e30299&bitrateid=472&vendorid=102&type=.mp4
tt0163579,Chill Factor,1999,102,Action|Adventure|Comedy|Drama|Thriller,5.2,https://ia.media-imdb.com/images/M/MV5BMTIwNjQzNjgwMV5BMl5BanBnXkFtZTcwMjM4NzEyMQ@@._V1_.jpg,"A new biological chemical weapon that explodes up to temperatures over fifty degrees Fahrenheit, falls into the hands of two men who try to make sure that it doesn't get stolen by a terrorist.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e12080&bitrateid=471&vendorid=102&type=.mp4
tt1656186,Stolen,2012,96,Action|Crime|Drama|Thriller,5.5,https://ia.media-imdb.com/images/M/MV5BNzY0ODM1NzU0OV5BMl5BanBnXkFtZTcwNTExNjIyOA@@._V1_.jpg,"A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi.",https://video-http.media-imdb.com/MV5BNjQxMGJlYjUtNjk1OS00NmM3LTg1NTItNWVkZDMyZGI5MmQzXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524563290&Signature=d-ZUbFiixd8kaCNs2xSCyAuDb-JKtHhTZuo2fb14ghYfSJuKwf8IVMXKe9l0mmv3tY~icMeAGYIEkndxrzhQs1MX2gy0F3ya-6YWnpEaSR8Hbhk7ouRqLBiYU3J89bYwmcudpS7LfLIudd82IbbLEicMdJGS9R1fmD-44pKZ07o_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0876563,Gake no ue no Ponyo,2008,101,Adventure|Animation|Family|Fantasy,7.7,https://ia.media-imdb.com/images/M/MV5BMjA5NzkxNTg2MF5BMl5BanBnXkFtZTcwMTA3MjU1Mg@@._V1_.jpg,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",https://video-http.media-imdb.com/MV5BYTg2YjA5MTMtODdjNC00MTBhLWI4MmYtYmY4ZTkxN2ZmYzRiXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524563292&Signature=ZuOnQxIoRvnEoNR7mAXHdrkGt43~NoLbKj2vPoZ-u~WQRcYHWD~8RlZHl-jLNV4g53U~g-Q33ZIPJDC6vT53RnW0Vq4sixYLWT1gQyAPNA9m4kkP-a53KC5Mpb92Qom32gPWCsfXobJwwIrsaxz21r8a~vxTExPZkaOzmkEm3b0_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt2726560,The Longest Ride,2015,123,Drama|Romance,7.1,https://ia.media-imdb.com/images/M/MV5BMzIzMjg0NjQwNF5BMl5BanBnXkFtZTgwODAwOTE4MzE@._V1_.jpg,"The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",https://video-http.media-imdb.com/MV5BMTY5OTc0MjYzMF5BMTFeQXdlYm1eQW1lODAzODAwMzQ0MQ@@.webm?Expires=1524563294&Signature=00oiTjXUYQcJjPV6w4I8zcTJb-9NtJ8W85sHDyBcVPfFxu3nwkuc3Z0zHPHQjECQ-PZsBFfWZzerh0u12Y9LtvgI~nKetfqJtVkx5a9XlqdlkqkPWYmdlFguLEfHxtW8BBbM00lyyth6btmHF2Ux-q6dlgihH-1pjTcMxDv4mJI_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0138304,The Astronaut's Wife,1999,109,Drama|Sci-Fi|Thriller,5.3,https://ia.media-imdb.com/images/M/MV5BMTUxNGI2NzUtYzgwNy00NmIyLTgwNjMtZGMzYjhlYjY1MThkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"After an explosion in space and subsequent two-minute radio-out period, two astronauts return home to their wives. Slightly it's revealed that they're not the same as they were.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e12086&bitrateid=471&vendorid=102&type=.mp4
tt1540128,Playing for Keeps,2012,105,Comedy|Romance|Sport,5.7,https://ia.media-imdb.com/images/M/MV5BMTY1MTU1OTA5NF5BMl5BanBnXkFtZTcwNTM1MTQyOA@@._V1_.jpg,A former sports star who's fallen on hard times starts coaching his son's soccer team as a way to get his life together. His attempts to become an adult are met with challenges from the attractive soccer moms who pursue him at every turn.,https://video-http.media-imdb.com/MV5BMzE3ODQzMTY3OV5BMTFeQW1wNF5BbWU3MDIyMjYxNjg@.mp4?Expires=1524563299&Signature=W7mouxmJqZbksJKBLqchlBpExPYlGqJ2-JafDpViy3W6nAS9Y1ZuzOcBcvZ0AikFErEvHIxGka8IMqDtkCcx1D1N~aU6-VT-EZM3xUx6vMu-jh-m6vH4SlphTs1IAPaDAlPoBowjVHrnvXlQq0Uaqpzo-8b~~UoWWj-5rmN0uYQ_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt2304771,Mandela: Long Walk to Freedom,2013,141,Biography|Drama|History,7.1,https://ia.media-imdb.com/images/M/MV5BMTg1NTQ1NDczNV5BMl5BanBnXkFtZTcwNDQyMDU1OQ@@._V1_.jpg,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,https://video-http.media-imdb.com/MV5BMTQ2NDgwMzg4N15BMTFeQW1wNF5BbWU4MDkzNTQ2NjAx.mp4?Expires=1524563301&Signature=ibfkupxyuMwKMYbp6drUlO6d5bLO8VsjtPPwihNdB4K5OL5W3xvkt7~V~NM6bxMdsvjYTLvJinBjSVJBRl5Rn~6qMSJlYvDOBI8EeTLaNa46iVqPfwicPRy17BE7cSEJhxJI0KA0s3hS4xhbUWPKGsXY9esD1xa9ZJknPuZ3KJk_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0082979,Reds,1981,195,Biography|Drama|History|Romance,7.5,https://ia.media-imdb.com/images/M/MV5BYWU5NjA2OWItMjc3MS00NDk4LWJhYzEtMzczMGU4MDk5OTUwXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,"A radical American journalist becomes involved with the Communist revolution in Russia, and hopes to bring its spirit and idealism to the United States.",https://video-http.media-imdb.com/MV5BMTk1Nzk0MTQxNF5BMTFeQW1wNF5BbWU3MDc1NDczODQ@.mp4?Expires=1524563303&Signature=dzUh83zDAxG-e08SsgncwOuMnpFilatgRMydf4xnUkvK7yOre90eRBR66bemXDaQAXmcVoaEzqJReSwH~RDZZJiOoKQ0ANJvQ~dtp-rgEeg1GV3oMw~ljA77rDcuzn9hlFz~6DBPsk9zATJvT0523bSDWxoasiKFOi4oz34Mcc4_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0104257,A Few Good Men,1992,138,Drama|Thriller,7.7,https://ia.media-imdb.com/images/M/MV5BMmRlZDQ1MmUtMzE2Yi00YTkxLTk1MGMtYmIyYWQwODcxYzRlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e10695&bitrateid=472&vendorid=102&type=.mp4
tt0242445,Exit Wounds,2001,101,Action|Comedy|Crime|Drama|Thriller,5.5,https://ia.media-imdb.com/images/M/MV5BMTMxNTQ5MjIwOF5BMl5BanBnXkFtZTYwNDMzODc3._V1_.jpg,"Orin Boyd, a tough cop in an inner-city precinct discovers a web of dirty cops and corruption.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e15130&bitrateid=472&vendorid=102&type=.mp4
tt0208003,Big Momma's House,2000,99,Action|Comedy|Crime,5.1,https://ia.media-imdb.com/images/M/MV5BMTcyMjdlYmUtNjQ1Zi00YTg3LTliNTgtZmNkOTRmYzEzYTMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e86889&bitrateid=471&vendorid=102&type=.mp4
tt3148834,The House of Magic,2013,85,Adventure|Animation|Comedy|Family|Fantasy,6.3,https://ia.media-imdb.com/images/M/MV5BMTEzOTk1NjYyNjVeQTJeQWpwZ15BbWU4MDg5ODI2NTIx._V1_.jpg,"Thunder, an abandoned young cat seeking shelter from a storm, stumbles into the strangest house imaginable, owned by an old magician and inhabited by a dazzling array of automatons and gizmos.",https://video-http.media-imdb.com/MV5BNGYzMmY2NmUtOGEyNS00OTVjLThiNjUtNzNlMDc4NDk4Y2EyXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524563311&Signature=kInw85FVoCJKXV1bv3GgYkrcPvsAtHJa-e-dLaHvRu~kaI6p75wPEj74p9i0KQAGtHlL1wziDmvLgr7vYJ4l4fMAhtGVlBfR8xP3tLbRyOp7Y2ofQOe9HpQ4bOvAmoBK6ts7pZezkjUXD3ABDWZ981kT3tsoenVjUHcLfxIYXI0_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt1093357,The Darkest Hour,2011,89,Action|Adventure|Horror|Sci-Fi|Thriller,4.9,https://ia.media-imdb.com/images/M/MV5BMzZjNGNjZDEtMWMxOC00YTM4LTg4ZWMtOTgxZjY1NWRlM2Y4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"In Moscow, five young people lead the charge against an alien race who have attacked Earth via our power supply.",https://video-http.media-imdb.com/MV5BNjM4MTcxMTU2N15BMTFeQXdlYm1eQW1lNzA0Mjk0MzE3.webm?Expires=1524563313&Signature=fWHXFu1wqLS8R2mNKAAe~7Ia07HcKtYHaeaSBxPGchdwAaKhA6EuoILkBrNFLwErGoEEqLNwwjp2g7lbziv~bR~bdb2mAbBzfqtBfAq~EYVtjGsdv4DyviPp4e1Hx2-hhLv6SqFms2XqhTde7N8ThepmEzNhu1wUxDihP7o9mTQ_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt1800741,Step Up Revolution,2012,99,Drama|Music|Romance,6.5,https://ia.media-imdb.com/images/M/MV5BMjg1NjgyOTM2OF5BMl5BanBnXkFtZTcwMDIxMDE2Nw@@._V1_.jpg,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",https://video-http.media-imdb.com/MV5BMTk2MzUxMzE4N15BMTFeQXdlYm1eQW1lNzA0MjI1MjY3.webm?Expires=1524563315&Signature=aRA-xPIR0l0Cp5pQsr2IadgngRAo-hRz8InMKYRKjdMKy0TnOTCJqL3pPpJa0QQSIj3~fZzXEbemyNy9xJYIKrpNFPooiDTqoYF907DL99IoiHEYFVe~QWsjS5wXMVAu-BYYHK3Bow8w-ei~uTYFH97MVbVET1I7Rzbik3AIcEA_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0417148,Snakes on a Plane,2006,105,Action|Adventure|Crime|Drama|Thriller,5.5,https://ia.media-imdb.com/images/M/MV5BZDY3ODM2YTgtYTU5NC00MTE4LTkzNjktMzNhZWZmMzJjMWRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e28386&bitrateid=472&vendorid=102&type=.mp4
tt0330793,The Punisher,2004,124,Action|Crime|Drama|Thriller,6.5,https://ia.media-imdb.com/images/M/MV5BMjI5NjcwMTQxMV5BMl5BanBnXkFtZTcwODg5ODkwNQ@@._V1_.jpg,An undercover FBI agent becomes a vigilante assassin and sets out to unleash his wrath upon the corrupt businessman who slaughtered his entire family at a reunion.,https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e53225&bitrateid=449&vendorid=102&type=.mp4
tt0380389,Goal!,2005,118,Drama|Romance|Sport,6.7,https://ia.media-imdb.com/images/M/MV5BMjAxNDk2Njk1OV5BMl5BanBnXkFtZTcwOTE5MzIzMQ@@._V1_.jpg,"The extremely talented Santiago Munez is given a chance at professional football, after being spotted by a scout who has ties with Newcastle United.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e28450&bitrateid=471&vendorid=102&type=.mp4
tt1656190,Safe,2012,94,Action|Crime|Thriller,6.5,https://ia.media-imdb.com/images/M/MV5BMTcxNDI0NzUxMF5BMl5BanBnXkFtZTcwOTIzMjkyNw@@._V1_.jpg,"Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on Mei's trail.",https://video-http.media-imdb.com/MV5BMzdmMjVlYmItYmE5NS00NmMzLTgxYWMtNDE2ZGVjNjAyOTdhXkExMV5Bd2VibV5BaW1kYi1ldHMtdHJhbnNjb2Rl.webm?Expires=1524563325&Signature=EjADBNYYsShgLG8SrUwJPVQKJTnDaF9Xu6qjAQpMIpxM0MDbl4AtOFVaT-SMaFZpTcbYB9KM0rPUpv7l0t5L8HH-D8dyyTDO3hq8r2f1WBF-a9J2elR2yK28JC0t8k~uIyIYzfiWHsxcvBPZ8bNyyFxSu652n9KxhHORmz22IWM_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0086190,Star Wars: Episode VI - Return of the Jedi,1983,131,Action|Adventure|Fantasy|Sci-Fi,8.300000000000001,https://ia.media-imdb.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"After a daring mission to rescue Han Solo from Jabba the Hutt, the rebels dispatch to Endor to destroy a more powerful Death Star. Meanwhile, Luke struggles to help Vader back from the dark side without falling into the Emperor's trap.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e73722&bitrateid=472&vendorid=102&type=.mp4
tt0483607,Doomsday,2008,108,Action|Sci-Fi|Thriller,6,https://ia.media-imdb.com/images/M/MV5BMTUwODU2NzE2OF5BMl5BanBnXkFtZTcwMTAwMDA2MQ@@._V1_.jpg,A futuristic action thriller where a team of people work to prevent a disaster threatening the future of the human race.,https://video-http.media-imdb.com/MV5BNzI1OTA4MzktYjAyYi00NjhkLTlmM2EtMjc0N2YxODZhM2FlXkExMV5Bd2VibV5BaW1kYi1ldHMtdHJhbnNjb2Rl.webm?Expires=1524563330&Signature=rFj8FdHNvgO0wZxCfxeVRwKqsDjZLkqqzzcbr3EGBhdz5PADv83tvtT-Yvw79Y-DOoR5lsjmZNc4UB1bTv7U2v2sdb1rcjGFDfJ7sD7V9E0FoxekPoFX12VytixUqW7DWwD5XjMGfhgIAOMevxDqF-5BWbfQSPDCvzpTAzxsN8M_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0976051,The Reader,2008,124,Drama|Romance,7.6,https://ia.media-imdb.com/images/M/MV5BMTM0NDQxNjA0N15BMl5BanBnXkFtZTcwNDUwMzcwMg@@._V1_.jpg,"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.",https://video-http.media-imdb.com/MV5BOWJkODIzNmYtMDA3Yi00OWU0LTg4N2YtNGJlZTdhYjA4NmQzXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524563332&Signature=Ht42XF5X7SIt-8eyL-JRZTEek3yk0H~zwsS1w3BGXAowYaNrrnGuwSwE6-FffxbVtkVC1qrzD10u2r253gzQILn0QbsTe0eF6IzXCsySuRSHVI7u1YpfQRpbF~40Wl0WNRsxmrfyUpCGO4nZRTpnrjaoLI2NMFwbko1o6mOXx1g_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt1655460,Wanderlust,2012,98,Comedy,5.6,https://ia.media-imdb.com/images/M/MV5BMjA5NjIyOTY1Nl5BMl5BanBnXkFtZTcwMDY3NjQ0Nw@@._V1_.jpg,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",https://video-http.media-imdb.com/MV5BMTlkZWU4YjgtYjFjYS00ZjJkLThlYmQtMjNkZjFjYWI4NzQ2XkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524563334&Signature=bTkhNHBq8f4uepTl4~Jn5EOwSpSiNsRbRDhgXqPZW1cIe7RrbaA65dFJe4xIR4fRzPJVyRSBMEJGC0lFuPnHHJ4TXGOagk9F~-BEauUAVa-Z8UJjFCX4MmplSLyI47t~1jKblJPu8-tWOfsNaqJv8bvCR6MPbwP9wROUuvtcCn0_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0319343,Elf,2003,97,Comedy|Family|Fantasy|Romance,6.9,https://ia.media-imdb.com/images/M/MV5BMzUxNzkzMzQtYjIxZC00NzU0LThkYTQtZjNhNTljMTA1MDA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"After inadvertently wreaking havoc on the elf community due to his ungainly size, a man raised as an elf at the North Pole is sent to the U.S. in search of his true identity.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e17792&bitrateid=471&vendorid=102&type=.mp4
tt0117333,Phenomenon,1996,123,Drama|Fantasy|Romance|Sci-Fi,6.4,https://ia.media-imdb.com/images/M/MV5BMjAwMDA2NzEyMl5BMl5BanBnXkFtZTgwNTA2MjgxMTE@._V1_.jpg,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e109547&bitrateid=449&vendorid=102&type=.mp4
